Estimator,parameters,best_params,Scaler,Sampler,Clusterer,Feature Selector,Interaction feature,0_precision,0_recall,0_f1-score,1_precision,1_recall,1_f1-score,macro_avg_precision,macro_avg_recall,macro_avg_f1-score,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1-score,accuracy,f2-score
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},StandardScaler,OverSampler,passthrough,SelectFpr,passthrough,0.9636363636363636,0.888268156424581,0.9244186046511628,0.4285714285714285,0.7142857142857143,0.5357142857142858,0.6961038961038961,0.8012769353551477,0.7300664451827243,0.9074545454545456,0.87,0.8836046511627907,0.87,0.7114593839277384
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},StandardScaler,OverSampler,passthrough,SelectFpr,PolynomialFeatures,0.9753086419753086,0.88268156424581,0.9266862170087976,0.4473684210526316,0.8095238095238095,0.576271186440678,0.7113385315139701,0.8461026868848098,0.7514787017247379,0.9198749187784276,0.875,0.889892638799145,0.875,0.6628230518304322
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,UnderSampler,KMeans,passthrough,passthrough,0.99375,0.888268156424581,0.9380530973451328,0.5,0.9523809523809524,0.6557377049180327,0.746875,0.9203245544027668,0.7968954011315827,0.94190625,0.895,0.9084099811402874,0.895,0.7313336727095902
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},StandardScaler,UnderSampler,KMeans,passthrough,PolynomialFeatures,0.9681528662420382,0.8491620111731844,0.9047619047619048,0.3720930232558139,0.7619047619047619,0.5,0.6701229447489261,0.8055333865389731,0.7023809523809523,0.9055665827284848,0.84,0.8622619047619048,0.84,0.7082268391508666
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 5},StandardScaler,UnderSampler,KMeans,SelectKBest,passthrough,0.9869281045751634,0.8435754189944135,0.9096385542168676,0.4042553191489361,0.9047619047619048,0.5588235294117647,0.6955917118620498,0.8741686618781591,0.7342310418143161,0.9257474621054096,0.85,0.8728029766123317,0.85,0.7326902619522181
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},StandardScaler,UnderSampler,KMeans,SelectKBest,PolynomialFeatures,0.9929577464788732,0.7877094972067039,0.8785046728971962,0.3448275862068966,0.9523809523809524,0.5063291139240507,0.6688926663428849,0.8700452247938282,0.6924168934106234,0.9249040796503156,0.805,0.839426239205016,0.805,0.6611242359681068
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 5},StandardScaler,UnderSampler,KMeans,SelectFpr,passthrough,0.9807692307692308,0.8547486033519553,0.9134328358208956,0.4090909090909091,0.8571428571428571,0.5538461538461539,0.6949300699300699,0.8559457302474063,0.7336394948335248,0.9207430069930068,0.855,0.8756762342135477,0.855,0.7336325722768079
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 7},StandardScaler,UnderSampler,KMeans,SelectFpr,PolynomialFeatures,0.9691358024691358,0.8770949720670391,0.9208211143695014,0.4210526315789473,0.7619047619047619,0.5423728813559322,0.6950942170240415,0.8194998669859005,0.7315969978627168,0.911587069525666,0.865,0.8810840499030766,0.865,0.6919826069962869
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 11},StandardScaler,UnderSampler,passthrough,passthrough,passthrough,0.9858156028368794,0.776536312849162,0.86875,0.3220338983050847,0.9047619047619048,0.475,0.6539247505709821,0.8406491088055335,0.671875,0.9161185238610412,0.79,0.8274062499999999,0.79,0.7189922480620156
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 7},StandardScaler,UnderSampler,passthrough,passthrough,PolynomialFeatures,0.9814814814814816,0.888268156424581,0.9325513196480938,0.4736842105263157,0.8571428571428571,0.6101694915254237,0.7275828460038987,0.872705506783719,0.7713604055867587,0.9281627680311892,0.885,0.8987012276952134,0.885,0.7695103307361802
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 11},StandardScaler,UnderSampler,passthrough,SelectKBest,passthrough,0.9929078014184396,0.7821229050279329,0.875,0.3389830508474576,0.9523809523809524,0.5,0.6659454261329487,0.8672519287044427,0.6875,0.9242457026084868,0.8,0.835625,0.8,0.7580967179682151
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},StandardScaler,UnderSampler,passthrough,SelectKBest,PolynomialFeatures,0.9873417721518988,0.8715083798882681,0.9258160237388724,0.4523809523809524,0.9047619047619048,0.6031746031746031,0.7198613622664256,0.8881351423250865,0.7644953134567378,0.9311708860759492,0.875,0.8919386745796242,0.875,0.730026374689296
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,UnderSampler,passthrough,SelectFpr,passthrough,0.9691358024691358,0.8770949720670391,0.9208211143695014,0.4210526315789473,0.7619047619047619,0.5423728813559322,0.6950942170240415,0.8194998669859005,0.7315969978627168,0.911587069525666,0.865,0.8810840499030766,0.865,0.756141975308642
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 11},StandardScaler,UnderSampler,passthrough,SelectFpr,PolynomialFeatures,0.9873417721518988,0.8715083798882681,0.9258160237388724,0.4523809523809524,0.9047619047619048,0.6031746031746031,0.7198613622664256,0.8881351423250865,0.7644953134567378,0.9311708860759492,0.875,0.8919386745796242,0.875,0.7139581076200795
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 5},StandardScaler,passtrough,KMeans,passthrough,passthrough,0.9510869565217392,0.9776536312849162,0.9641873278236917,0.75,0.5714285714285714,0.6486486486486486,0.8505434782608696,0.7745411013567438,0.8064179882361701,0.9299728260869564,0.935,0.931055766510312,0.935,0.6608188654554581
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,KMeans,passthrough,PolynomialFeatures,0.9315789473684212,0.988826815642458,0.9593495934959352,0.8,0.3809523809523809,0.5161290322580645,0.8657894736842106,0.6848895982974195,0.7377393128769998,0.9177631578947368,0.925,0.9128114345659588,0.925,0.4610513564978036
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,KMeans,SelectKBest,passthrough,0.945945945945946,0.9776536312849162,0.9615384615384616,0.7333333333333333,0.5238095238095238,0.611111111111111,0.8396396396396396,0.7507315775472201,0.7863247863247863,0.9236216216216216,0.93,0.9247435897435898,0.93,0.6189924258470366
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,KMeans,SelectKBest,PolynomialFeatures,0.946808510638298,0.994413407821229,0.9700272479564034,0.9166666666666666,0.5238095238095238,0.6666666666666667,0.9317375886524822,0.7591114658153764,0.8183469573115351,0.9436436170212764,0.945,0.9381743869209812,0.945,0.5503207170468544
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,KMeans,SelectFpr,passthrough,0.945945945945946,0.9776536312849162,0.9615384615384616,0.7333333333333333,0.5238095238095238,0.611111111111111,0.8396396396396396,0.7507315775472201,0.7863247863247863,0.9236216216216216,0.93,0.9247435897435898,0.93,0.6189924258470366
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,KMeans,SelectFpr,PolynomialFeatures,0.9518716577540108,0.994413407821229,0.9726775956284152,0.9230769230769232,0.5714285714285714,0.7058823529411765,0.9374742904154668,0.7829209896249002,0.8392799742847958,0.9488482106129166,0.95,0.9446640951462552,0.95,0.4548685298917643
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,passthrough,passthrough,passthrough,0.9408602150537636,0.9776536312849162,0.9589041095890412,0.7142857142857143,0.4761904761904761,0.5714285714285714,0.827572964669739,0.7269220537376961,0.7651663405088063,0.9170698924731184,0.925,0.9182191780821918,0.925,0.4649840556973966
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,passthrough,passthrough,PolynomialFeatures,0.9358288770053476,0.9776536312849162,0.9562841530054644,0.6923076923076923,0.4285714285714285,0.5294117647058824,0.8140682846565199,0.7031125299281724,0.7428479588556733,0.9102591526120938,0.92,0.9114625522340084,0.92,0.4535582687125337
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,passthrough,SelectKBest,passthrough,0.9312169312169312,0.9832402234636872,0.9565217391304348,0.7272727272727273,0.3809523809523809,0.5,0.8292448292448292,0.682096302208034,0.7282608695652174,0.9098027898027898,0.92,0.9085869565217392,0.92,0.5926036119127668
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,passthrough,SelectKBest,PolynomialFeatures,0.9565217391304348,0.9832402234636872,0.9696969696969696,0.8125,0.6190476190476191,0.7027027027027026,0.8845108695652174,0.801143921255653,0.8361998361998362,0.9413994565217392,0.945,0.9416625716625716,0.945,0.6088350621375028
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,passthrough,SelectFpr,passthrough,0.9312169312169312,0.9832402234636872,0.9565217391304348,0.7272727272727273,0.3809523809523809,0.5,0.8292448292448292,0.682096302208034,0.7282608695652174,0.9098027898027898,0.92,0.9085869565217392,0.92,0.577849513552111
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},StandardScaler,passtrough,passthrough,SelectFpr,PolynomialFeatures,0.9361702127659576,0.9832402234636872,0.9591280653950954,0.75,0.4285714285714285,0.5454545454545454,0.8430851063829787,0.7059058260175578,0.7522913054248204,0.916622340425532,0.925,0.9156923458013378,0.925,0.5201219003089254
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,KMeans,passthrough,passthrough,0.9240506329113924,0.8156424581005587,0.8664688427299704,0.2142857142857142,0.4285714285714285,0.2857142857142857,0.5691681735985533,0.6221069433359936,0.576091564222128,0.8495253164556962,0.775,0.8054896142433234,0.775,0.4069249056237966
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,KMeans,passthrough,PolynomialFeatures,0.9673202614379084,0.8268156424581006,0.8915662650602411,0.3404255319148936,0.7619047619047619,0.4705882352941176,0.653872896676401,0.7943602021814312,0.6810772501771793,0.901496314837992,0.82,0.847363571934798,0.82,0.5133094575692833
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,KMeans,SelectKBest,passthrough,0.958904109589041,0.7821229050279329,0.8615384615384616,0.2777777777777778,0.7142857142857143,0.4,0.6183409436834094,0.7482043096568236,0.6307692307692307,0.8873858447488584,0.775,0.8130769230769233,0.775,0.6402523169820864
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,KMeans,SelectKBest,PolynomialFeatures,0.9808917197452228,0.8603351955307262,0.9166666666666666,0.4186046511627907,0.8571428571428571,0.5625000000000001,0.6997481854540069,0.8587390263367917,0.7395833333333334,0.9218515775440674,0.86,0.8794791666666666,0.86,0.7389327558443002
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,KMeans,SelectFpr,passthrough,0.9308176100628932,0.8268156424581006,0.8757396449704142,0.2439024390243902,0.4761904761904761,0.3225806451612903,0.5873600245436417,0.6515030593242883,0.5991601450658522,0.8586915171038503,0.79,0.8176579499904563,0.79,0.5670930354676964
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,KMeans,SelectFpr,PolynomialFeatures,0.94,0.7877094972067039,0.8571428571428572,0.24,0.5714285714285714,0.3380281690140844,0.59,0.6795690343176377,0.5975855130784709,0.8664999999999999,0.765,0.8026358148893361,0.765,0.5320983223343004
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 11},MinMaxScaler,OverSampler,passthrough,passthrough,passthrough,0.9662162162162162,0.7988826815642458,0.8746177370030581,0.3076923076923077,0.7619047619047619,0.4383561643835617,0.636954261954262,0.7803937217345038,0.6564869506933099,0.8970712058212058,0.795,0.8288102718780109,0.795,0.5710494967247759
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,passthrough,passthrough,PolynomialFeatures,0.961783439490446,0.8435754189944135,0.898809523809524,0.3488372093023256,0.7142857142857143,0.46875,0.6553103243963857,0.7789305666400639,0.683779761904762,0.8974240853206933,0.83,0.8536532738095239,0.83,0.5435664384148341
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,passthrough,SelectKBest,passthrough,0.9503105590062112,0.8547486033519553,0.9000000000000001,0.3333333333333333,0.6190476190476191,0.4333333333333333,0.6418219461697723,0.7368981111997872,0.6666666666666667,0.8855279503105591,0.83,0.8510000000000001,0.83,0.6763210318249078
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 11},MinMaxScaler,OverSampler,passthrough,SelectKBest,PolynomialFeatures,0.9875776397515528,0.888268156424581,0.9352941176470588,0.4871794871794871,0.9047619047619048,0.6333333333333333,0.73737856346552,0.8965150305932429,0.7843137254901961,0.935035833731486,0.89,0.9035882352941176,0.89,0.766549597665288
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 11},MinMaxScaler,OverSampler,passthrough,SelectFpr,passthrough,0.9733333333333334,0.8156424581005587,0.8875379939209727,0.34,0.8095238095238095,0.4788732394366197,0.6566666666666667,0.812583133812184,0.6832056166787962,0.9068333333333334,0.815,0.8446281947001156,0.815,0.6657647848649713
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,OverSampler,passthrough,SelectFpr,PolynomialFeatures,0.9551282051282052,0.8324022346368715,0.8895522388059701,0.3181818181818182,0.6666666666666666,0.4307692307692307,0.6366550116550117,0.749534450651769,0.6601607347876004,0.8882488344988346,0.815,0.8413800229621126,0.815,0.5588461137519001
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 5},MinMaxScaler,UnderSampler,KMeans,passthrough,passthrough,0.95,0.6368715083798883,0.7625418060200668,0.1875,0.7142857142857143,0.297029702970297,0.56875,0.6755786113328013,0.529785754495182,0.8699374999999999,0.645,0.713663035199841,0.645,0.3859567046272161
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 11},MinMaxScaler,UnderSampler,KMeans,passthrough,PolynomialFeatures,0.9552238805970148,0.7150837988826816,0.8178913738019169,0.2272727272727272,0.7142857142857143,0.3448275862068965,0.591248303934871,0.7146847565841979,0.5813594800044067,0.8787890094979648,0.715,0.7682196761044398,0.715,0.4351511111465994
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,UnderSampler,KMeans,SelectKBest,passthrough,0.9507042253521126,0.7541899441340782,0.8411214953271028,0.2413793103448276,0.6666666666666666,0.3544303797468354,0.5960417678484701,0.7104283054003724,0.5977759375369691,0.8762251092763477,0.745,0.7900189281911747,0.745,0.5015464063093872
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 5},MinMaxScaler,UnderSampler,KMeans,SelectKBest,PolynomialFeatures,0.974025974025974,0.8379888268156425,0.9009009009009008,0.3695652173913043,0.8095238095238095,0.5074626865671641,0.6717955957086392,0.823756318169726,0.7041817937340324,0.9105575945793336,0.835,0.8595898883958586,0.835,0.7357280160408426
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,UnderSampler,KMeans,SelectFpr,passthrough,0.965034965034965,0.770949720670391,0.8571428571428571,0.2807017543859649,0.7619047619047619,0.4102564102564102,0.622868359710465,0.7664272412875764,0.6336996336996337,0.89317997791682,0.77,0.8102197802197801,0.77,0.6212837837837839
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,UnderSampler,KMeans,SelectFpr,PolynomialFeatures,0.935897435897436,0.8156424581005587,0.8716417910447762,0.25,0.5238095238095238,0.3384615384615385,0.592948717948718,0.6697259909550413,0.6050516647531574,0.8638782051282051,0.785,0.8156578645235362,0.785,0.5537758059309782
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,UnderSampler,passthrough,passthrough,passthrough,0.9626865671641792,0.7206703910614525,0.8242811501597443,0.2424242424242424,0.7619047619047619,0.367816091954023,0.6025554047942108,0.7412875764831072,0.5960486210568836,0.8870590230664859,0.725,0.7763523190481436,0.725,0.5464400727031389
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 7},MinMaxScaler,UnderSampler,passthrough,passthrough,PolynomialFeatures,0.9574468085106383,0.7541899441340782,0.84375,0.2542372881355932,0.7142857142857143,0.375,0.6058420483231157,0.7342378292098963,0.609375,0.8836098088712586,0.75,0.79453125,0.75,0.5248908039387026
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,UnderSampler,passthrough,SelectKBest,passthrough,0.9609375,0.6871508379888268,0.8013029315960912,0.2222222222222222,0.7619047619047619,0.3440860215053763,0.5915798611111112,0.7245277999467943,0.5726944765507338,0.8833723958333333,0.695,0.7532951560365662,0.695,0.6003576049681325
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,UnderSampler,passthrough,SelectKBest,PolynomialFeatures,0.986842105263158,0.8379888268156425,0.9063444108761328,0.3958333333333333,0.9047619047619048,0.5507246376811594,0.6913377192982456,0.8713753657887736,0.7285345242786462,0.9247861842105264,0.845,0.8690043346906607,0.845,0.7246280133838482
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 5},MinMaxScaler,UnderSampler,passthrough,SelectFpr,passthrough,0.978102189781022,0.7486033519553073,0.8481012658227849,0.2857142857142857,0.8571428571428571,0.4285714285714285,0.6319082377476538,0.8028731045490822,0.6383363471971067,0.9054014598540148,0.76,0.8040506329113924,0.76,0.6394752409785294
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 9},MinMaxScaler,UnderSampler,passthrough,SelectFpr,PolynomialFeatures,0.9668874172185432,0.8156424581005587,0.8848484848484849,0.3265306122448979,0.7619047619047619,0.4571428571428571,0.6467090147317205,0.7887736100026603,0.670995670995671,0.8996499526963103,0.81,0.839939393939394,0.81,0.5825009678668216
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,KMeans,passthrough,passthrough,0.9206349206349206,0.9720670391061452,0.9456521739130432,0.5454545454545454,0.2857142857142857,0.3749999999999999,0.7330447330447329,0.6288906624102155,0.6603260869565216,0.8812409812409812,0.9,0.8857336956521737,0.9,0.240877983972204
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,KMeans,passthrough,PolynomialFeatures,0.9162303664921466,0.9776536312849162,0.945945945945946,0.5555555555555556,0.238095238095238,0.3333333333333332,0.7358929610238512,0.6078744346900772,0.6396396396396395,0.8783595113438045,0.9,0.8816216216216216,0.9,0.2621131698002718
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,KMeans,SelectKBest,passthrough,0.9157894736842104,0.9720670391061452,0.943089430894309,0.5,0.238095238095238,0.3225806451612903,0.7078947368421052,0.6050811386006917,0.6328350380277996,0.8721315789473684,0.895,0.877936008392342,0.895,0.2289302802460697
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,KMeans,SelectKBest,PolynomialFeatures,0.9456521739130436,0.9720670391061452,0.9586776859504132,0.6875,0.5238095238095238,0.5945945945945946,0.8165760869565217,0.7479382814578346,0.7766361402725039,0.918546195652174,0.925,0.9204489613580524,0.925,0.6421782055603744
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,KMeans,SelectFpr,passthrough,0.9210526315789472,0.9776536312849162,0.948509485094851,0.6,0.2857142857142857,0.3870967741935483,0.7605263157894737,0.631683958499601,0.6678031296441996,0.8873421052631578,0.905,0.8895611504502142,0.905,0.2071428571428571
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 5},MinMaxScaler,passtrough,KMeans,SelectFpr,PolynomialFeatures,0.9358288770053476,0.9776536312849162,0.9562841530054644,0.6923076923076923,0.4285714285714285,0.5294117647058824,0.8140682846565199,0.7031125299281724,0.7428479588556733,0.9102591526120938,0.92,0.9114625522340084,0.92,0.210421888053467
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,passthrough,passthrough,passthrough,0.9020618556701032,0.9776536312849162,0.938337801608579,0.3333333333333333,0.0952380952380952,0.1481481481481481,0.6176975945017182,0.5364458632615057,0.5432429748783636,0.8423453608247422,0.885,0.8553678879952338,0.885,0.2626929419079285
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,passthrough,passthrough,PolynomialFeatures,0.9020618556701032,0.9776536312849162,0.938337801608579,0.3333333333333333,0.0952380952380952,0.1481481481481481,0.6176975945017182,0.5364458632615057,0.5432429748783636,0.8423453608247422,0.885,0.8553678879952338,0.885,0.26524477603871
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,passthrough,SelectKBest,passthrough,0.9361702127659576,0.9832402234636872,0.9591280653950954,0.75,0.4285714285714285,0.5454545454545454,0.8430851063829787,0.7059058260175578,0.7522913054248204,0.916622340425532,0.925,0.9156923458013378,0.925,0.4195628367105447
KNeighborsClassifier,"{'n_neighbors': [3, 5, 7, 9, 11]}",{'n_neighbors': 3},MinMaxScaler,passtrough,passthrough,SelectKBest,PolynomialFeatures,0.9414893617021276,0.988826815642458,0.9645776566757494,0.8333333333333334,0.4761904761904761,0.6060606060606061,0.8874113475177305,0.7325086459164671,0.7853191313681778,0.9301329787234044,0.935,0.9269333663611592,0.935,0.6363997364796865
